rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,gender,firstName,gdp_country,wealth_per_capita,age_at_2024,cpi_change_percentage,education_enrollment_ratio,tax_revenue_percentage_gdp,total_tax_rate_percentage
748,3800.0,Telecom,Yasumitsu Shigeta,58.0,Japan,Mobile phone retailer,Telecom,,1,M,Yasumitsu,"$5,081,769,542,380 ",3.0104597314251624e-05,59.0,0.47402351156617367,63.96761133603239,0.3131578947368421,1.2289473684210528
748,3800.0,Healthcare,Su Qingcan,54.0,China,Healthcare,Healthcare,,1,M,Qingcan,"$19,910,000,000,000 ",2.7187230587065317e-06,55.0,2.318516149664215,50.49900199600798,0.2473684210526316,1.5578947368421052
748,3800.0,Finance & Investments,Tsai Cheng-ta,73.0,Taiwan,Finance,Finance & Investments,,0,M,Cheng-ta,,,74.0,,,,
748,3800.0,Service,Steven Udvar-Hazy,77.0,United States,Aircraft leasing,Service,Air Lease Corp.,1,M,Steven,"$21,427,700,000,000 ",1.1576911778536797e-05,78.0,6.397134083930399,86.64047151277015,0.25263157894736843,0.9631578947368422
748,3800.0,Manufacturing,Elizabeth Uihlein,77.0,United States,Packaging materials,Manufacturing,,1,F,Elizabeth,"$21,427,700,000,000 ",1.1576911778536797e-05,79.0,6.397134083930399,86.64047151277015,0.25263157894736843,0.9631578947368422
748,3800.0,Manufacturing,Richard Uihlein,77.0,United States,Packaging materials,Manufacturing,,1,M,Richard,"$21,427,700,000,000 ",1.1576911778536797e-05,79.0,6.397134083930399,86.64047151277015,0.25263157894736843,0.9631578947368422
766,3700.0,Finance & Investments,Hayes Barnard,51.0,United States,Fintech,Finance & Investments,,1,M,Hayes,"$21,427,700,000,000 ",1.1272256205417408e-05,52.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Finance & Investments,William Berkley,76.0,United States,Insurance,Finance & Investments,WR Berkley,1,M,William,"$21,427,700,000,000 ",1.1272256205417408e-05,78.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Real Estate,Charles Cohen,71.0,United States,Real estate,Real Estate,,0,M,Charles,"$21,427,700,000,000 ",1.1272256205417408e-05,72.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Real Estate,Yakir Gabay,56.0,United Kingdom,Real estate,Real Estate,,1,M,Yakir,"$2,827,113,184,696 ",5.536070830584936e-05,58.0,1.421167028924929,59.28853754940712,0.6891891891891891,0.8270270270270271
766,3700.0,Technology,Huang Li,59.0,China,Imaging systems,Technology,,1,M,Li,"$19,910,000,000,000 ",2.64717771505636e-06,61.0,2.318516149664215,50.49900199600798,0.25405405405405407,1.6
766,3700.0,Logistics,Brad Jacobs,66.0,United States,Logistics,Logistics,,1,M,Brad,"$21,427,700,000,000 ",1.1272256205417408e-05,68.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Real Estate,Ji Qi,56.0,China,"Hotels, motels",Real Estate,,1,M,Qi,"$19,910,000,000,000 ",2.64717771505636e-06,58.0,2.318516149664215,50.49900199600798,0.25405405405405407,1.6
766,3700.0,Media & Entertainment,Jason Jiang,50.0,China,Advertising,Media & Entertainment,,1,M,Jason,"$19,910,000,000,000 ",2.64717771505636e-06,51.0,2.318516149664215,50.49900199600798,0.25405405405405407,1.6
766,3700.0,Technology,Jim Kavanaugh,60.0,United States,IT provider,Technology,,1,M,Jim,"$21,427,700,000,000 ",1.1272256205417408e-05,62.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Real Estate,Richard LeFrak & family,77.0,United States,Real estate,Real Estate,,0,M,Richard,"$21,427,700,000,000 ",1.1272256205417408e-05,79.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Finance & Investments,Mikhail Lomtadze,47.0,Kazakhstan,Fintech,Finance & Investments,,1,M,Mikhail,"$180,161,741,180 ",0.00019984951871374689,49.0,2.8454172366621067,59.099616858237546,0.3162162162162162,0.7675675675675675
766,3700.0,Fashion & Retail,Tom Morris,68.0,United Kingdom,Retail,Fashion & Retail,,1,M,Tom,"$2,827,113,184,696 ",5.536070830584936e-05,70.0,1.421167028924929,59.28853754940712,0.6891891891891891,0.8270270270270271
766,3700.0,Manufacturing,Shigenobu Nagamori,78.0,Japan,Motors,Manufacturing,,1,M,Shigenobu,"$5,081,769,542,380 ",2.931237106913974e-05,80.0,0.47402351156617367,63.96761133603239,0.32162162162162167,1.2621621621621621
766,3700.0,Finance & Investments,Daniel Och,62.0,United States,Hedge funds,Finance & Investments,Och-Ziff Capital Management,1,M,Daniel,"$21,427,700,000,000 ",1.1272256205417408e-05,63.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Fashion & Retail,Horst Paulmann & family,88.0,Chile,Retail,Fashion & Retail,,1,M,Horst,"$282,318,159,745 ",0.00019522966342722613,89.0,1.971040861193238,87.27810650887574,0.49189189189189186,0.9189189189189189
766,3700.0,Service,Anthony Pritzker,62.0,United States,"Hotels, investments",Service,,0,M,Anthony,"$21,427,700,000,000 ",1.1272256205417408e-05,63.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Technology,John Sall,75.0,United States,Software,Technology,SAS Institute,1,M,John,"$21,427,700,000,000 ",1.1272256205417408e-05,76.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Food & Beverage,Howard Schultz,69.0,United States,Starbucks,Food & Beverage,,1,M,Howard,"$21,427,700,000,000 ",1.1272256205417408e-05,71.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Fashion & Retail,Richard Schulze,82.0,United States,Best Buy,Fashion & Retail,Best Buy Co. Inc.,1,M,Richard,"$21,427,700,000,000 ",1.1272256205417408e-05,83.0,6.397134083930399,86.64047151277015,0.2594594594594595,0.9891891891891892
766,3700.0,Real Estate,Yitzhak Tshuva,74.0,Israel,Real estate,Real Estate,,1,M,Yitzhak,"$395,098,666,122 ",0.0004086907536478411,76.0,0.7397133610725843,60.43851286939942,0.6243243243243244,0.6837837837837838
766,3700.0,Manufacturing,Wang Yanqing & family,56.0,China,Electrical equipment,Manufacturing,,1,M,Yanqing,"$19,910,000,000,000 ",2.64717771505636e-06,58.0,2.318516149664215,50.49900199600798,0.25405405405405407,1.6
787,3600.0,Diversified,Rajiv Bajaj,56.0,India,Diversified,Diversified,,0,M,Rajiv,"$2,611,000,000,000 ",2.634626189144202e-06,58.0,4.267346486366659,24.867256637168143,0.3111111111111111,1.3805555555555558
787,3600.0,Diversified,Sanjiv Bajaj,53.0,India,Diversified,Diversified,,0,M,Sanjiv,"$2,611,000,000,000 ",2.634626189144202e-06,55.0,4.267346486366659,24.867256637168143,0.3111111111111111,1.3805555555555558
787,3600.0,Finance & Investments,Leonid Boguslavsky,71.0,Italy,Venture capital,Finance & Investments,,1,M,Leonid,"$2,001,244,392,042 ",5.9704070802659535e-05,73.0,0.5423973964924967,60.74582924435721,0.675,1.6416666666666666
787,3600.0,Finance & Investments,Jim Coulter,63.0,United States,Private equity,Finance & Investments,,1,M,Jim,"$21,427,700,000,000 ",1.0967600632298018e-05,65.0,6.397134083930399,86.64047151277015,0.26666666666666666,1.0166666666666668
787,3600.0,Automotive,Nicolas D'Ieteren,47.0,Switzerland,"Auto parts, distribution",Automotive,,0,M,Nicolas ,"$703,082,435,360 ",0.00041983329819173133,49.0,0.4018081366147665,56.65399239543726,0.28055555555555556,0.8
787,3600.0,Food & Beverage,Beatriz Davila de Santo Domingo,84.0,Bermuda,Beer,Food & Beverage,,0,F,Beatriz,,,85.0,,,,
787,3600.0,Real Estate,Bob Gaglardi,82.0,Canada,Hotels,Real Estate,,1,M,Bob,"$1,736,425,629,520 ",9.731838908546153e-05,83.0,1.6272696128811235,68.28543111992072,0.35555555555555557,0.6805555555555555
787,3600.0,Finance & Investments,Jaime Gilinski Bacal,65.0,United Kingdom,Banking,Finance & Investments,,0,M,Jaime,"$2,827,113,184,696 ",5.386447294623181e-05,67.0,1.421167028924929,59.28853754940712,0.7083333333333333,0.8500000000000001
787,3600.0,Gambling & Casinos,Pansy Ho,60.0,Hong Kong,Casinos,Gambling & Casinos,,0,F,Pansy,,,62.0,,,,
787,3600.0,Finance & Investments,Alan Howard,59.0,Switzerland,Hedge funds,Finance & Investments,Brevan Howard Asset Management,1,M,Alan,"$703,082,435,360 ",0.00041983329819173133,61.0,0.4018081366147665,56.65399239543726,0.28055555555555556,0.8
787,3600.0,Automotive,Huang Yi,61.0,China,Car dealerships,Automotive,,1,M,Yi,"$19,910,000,000,000 ",2.575632371406188e-06,62.0,2.318516149664215,50.49900199600798,0.2611111111111111,1.6444444444444446
787,3600.0,Finance & Investments,Peter Kellogg,80.0,United States,Investments,Finance & Investments,,0,M,Peter,"$21,427,700,000,000 ",1.0967600632298018e-05,82.0,6.397134083930399,86.64047151277015,0.26666666666666666,1.0166666666666668
787,3600.0,Finance & Investments,Vyacheslav Kim,53.0,Kazakhstan,Fintech,Finance & Investments,,1,M,Vyacheslav,"$180,161,741,180 ",0.0001944481803701321,55.0,2.8454172366621067,59.099616858237546,0.325,0.7888888888888888
787,3600.0,Finance & Investments,Josh Kushner,37.0,United States,Venture capital,Finance & Investments,Thrive Capital,1,M,Josh,"$21,427,700,000,000 ",1.0967600632298018e-05,39.0,6.397134083930399,86.64047151277015,0.26666666666666666,1.0166666666666668
787,3600.0,Real Estate,Samuel Tak Lee,83.0,Hong Kong,Real estate,Real Estate,,0,M,Samuel Tak,,,85.0,,,,
787,3600.0,Real Estate,Edwin Leong,71.0,Hong Kong,Real estate,Real Estate,,1,M,Edwin,,,73.0,,,,
787,3600.0,Finance & Investments,"Stephen Mandel, Jr.",67.0,United States,Hedge funds,Finance & Investments,Lone Pine Capital,1,M,Stephen,"$21,427,700,000,000 ",1.0967600632298018e-05,68.0,6.397134083930399,86.64047151277015,0.26666666666666666,1.0166666666666668
787,3600.0,Diversified,Mohamed Mansour,75.0,United Kingdom,Diversified,Diversified,,1,M,Mohamed,"$2,827,113,184,696 ",5.386447294623181e-05,76.0,1.421167028924929,59.28853754940712,0.7083333333333333,0.8500000000000001
787,3600.0,Fashion & Retail,Masahiro Miki,67.0,Japan,Shoes,Fashion & Retail,,1,M,Masahiro,"$5,081,769,542,380 ",2.8520144824027853e-05,69.0,0.47402351156617367,63.96761133603239,0.33055555555555555,1.2972222222222223
787,3600.0,Technology,Masahiro Noda,84.0,Japan,Software,Technology,,1,M,Masahiro,"$5,081,769,542,380 ",2.8520144824027853e-05,86.0,0.47402351156617367,63.96761133603239,0.33055555555555555,1.2972222222222223
787,3600.0,Technology,Cliff Obrecht,37.0,Australia,Software,Technology,,1,M,Cliff,"$1,392,680,589,329 ",0.00013971572894450006,39.0,1.335559265442404,112.7617148554337,0.638888888888889,1.3166666666666667
787,3600.0,Technology,Melanie Perkins,35.0,Australia,Software,Technology,Canva,1,F,Melanie,"$1,392,680,589,329 ",0.00013971572894450006,37.0,1.335559265442404,112.7617148554337,0.638888888888889,1.3166666666666667
787,3600.0,Finance & Investments,J.B. Pritzker,58.0,United States,"Hotels, investments",Finance & Investments,,0,M,J.B.,"$21,427,700,000,000 ",1.0967600632298018e-05,59.0,6.397134083930399,86.64047151277015,0.26666666666666666,1.0166666666666668
787,3600.0,Fashion & Retail,Juan Roig,73.0,Spain,Supermarkets,Fashion & Retail,,0,M,Juan,"$1,394,116,310,769 ",7.647081902222668e-05,75.0,0.6308579668348955,86.56280428432328,0.3944444444444444,1.3055555555555556
787,3600.0,Real Estate,Jerry Speyer & family,82.0,United States,Real estate,Real Estate,,1,M,Jerry,"$21,427,700,000,000 ",1.0967600632298018e-05,84.0,6.397134083930399,86.64047151277015,0.26666666666666666,1.0166666666666668
787,3600.0,Fashion & Retail,Lawrence Stroll,63.0,Switzerland,Fashion investments,Fashion & Retail,,1,M,Lawrence,"$703,082,435,360 ",0.00041983329819173133,65.0,0.4018081366147665,56.65399239543726,0.28055555555555556,0.8
787,3600.0,Logistics,Tung Chee Chen,80.0,Hong Kong,Shipping,Logistics,,0,M,Chee Chen,,,82.0,,,,
787,3600.0,Food & Beverage,Wang Junlin,60.0,China,Liquor,Food & Beverage,,1,M,Junlin,"$19,910,000,000,000 ",2.575632371406188e-06,62.0,2.318516149664215,50.49900199600798,0.2611111111111111,1.6444444444444446
787,3600.0,Automotive,Xia Zuoquan,61.0,China,"Automobiles, batteries",Automotive,,1,M,Zuoquan,"$19,910,000,000,000 ",2.575632371406188e-06,62.0,2.318516149664215,50.49900199600798,0.2611111111111111,1.6444444444444446
787,3600.0,Technology,Zeng Fangqin,57.0,China,Smartphone components,Technology,,1,F,Fangqin,"$19,910,000,000,000 ",2.575632371406188e-06,59.0,2.318516149664215,50.49900199600798,0.2611111111111111,1.6444444444444446
787,3600.0,Manufacturing,Zhang Jian,54.0,China,"Electric bikes, scooters",Manufacturing,,1,M,Jian,"$19,910,000,000,000 ",2.575632371406188e-06,55.0,2.318516149664215,50.49900199600798,0.2611111111111111,1.6444444444444446
818,3500.0,Fashion & Retail,Rocco Basilico,33.0,United States,Eyeglasses,Fashion & Retail,,0,M,Rocco,"$21,427,700,000,000 ",1.0662945059178628e-05,35.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
818,3500.0,Healthcare,Maurizio Billi,65.0,Brazil,Generic drugs,Healthcare,,0,M,Maurizio,"$1,839,758,040,766 ",1.6465984191140307e-05,67.0,2.2102747909199523,44.454072790294624,0.40571428571428575,1.8599999999999999
818,3500.0,Finance & Investments,Fashu Chen,62.0,China,Investments,Finance & Investments,,1,M,Fashu,"$19,910,000,000,000 ",2.5040870277560162e-06,64.0,2.318516149664215,50.49900199600798,0.26857142857142857,1.6914285714285715
818,3500.0,Manufacturing,Giuseppe Crippa & family,87.0,Italy,Microchip testing,Manufacturing,,1,M,Giuseppe,"$2,001,244,392,042 ",5.804562439147455e-05,89.0,0.5423973964924967,60.74582924435721,0.6942857142857143,1.6885714285714286
818,3500.0,Finance & Investments,Daniel D'Aniello,76.0,United States,Private equity,Finance & Investments,,1,M,Daniel,"$21,427,700,000,000 ",1.0662945059178628e-05,78.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
818,3500.0,Fashion & Retail,Claudio Del Vecchio,66.0,United States,Eyeglasses,Fashion & Retail,,0,M,Claudio,"$21,427,700,000,000 ",1.0662945059178628e-05,67.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
818,3500.0,Fashion & Retail,Clemente Del Vecchio,27.5,Italy,Eyeglases,Fashion & Retail,,0,M,Clemente,"$2,001,244,392,042 ",5.804562439147455e-05,31.0,0.5423973964924967,60.74582924435721,0.6942857142857143,1.6885714285714286
818,3500.0,Fashion & Retail,Leonardo Maria Del Vecchio,27.5,Italy,Eyeglasses,Fashion & Retail,,0,M,Leonardo Maria,"$2,001,244,392,042 ",5.804562439147455e-05,31.0,0.5423973964924967,60.74582924435721,0.6942857142857143,1.6885714285714286
818,3500.0,Fashion & Retail,Luca Del Vecchio,27.5,Italy,Eyeglasses,Fashion & Retail,,0,M,Luca,"$2,001,244,392,042 ",5.804562439147455e-05,31.0,0.5423973964924967,60.74582924435721,0.6942857142857143,1.6885714285714286
818,3500.0,Fashion & Retail,Marisa Del Vecchio,64.0,Italy,Eyeglasses,Fashion & Retail,,0,F,Marisa,"$2,001,244,392,042 ",5.804562439147455e-05,66.0,0.5423973964924967,60.74582924435721,0.6942857142857143,1.6885714285714286
818,3500.0,Fashion & Retail,Paola Del Vecchio,61.0,Luxembourg,Eyeglasses,Fashion & Retail,,0,F,Paola,"$71,104,919,108 ",0.0054230187001179115,63.0,1.4771048744460855,18.7683284457478,0.7571428571428572,0.5828571428571427
818,3500.0,Finance & Investments,Walter P.J. Droege,70.0,Germany,Investing,Finance & Investments,,1,M,Walter P.J.,"$3,845,630,030,824 ",4.21013131050718e-05,72.0,1.2405848471422243,67.5,0.32857142857142857,1.3942857142857141
818,3500.0,Fashion & Retail,Fan Daidi,57.0,China,Skincare,Fashion & Retail,,1,F,Daidi,"$19,910,000,000,000 ",2.5040870277560162e-06,58.0,2.318516149664215,50.49900199600798,0.26857142857142857,1.6914285714285715
818,3500.0,Technology,Peter Gassner,58.0,United States,Software,Technology,,1,M,Peter,"$21,427,700,000,000 ",1.0662945059178628e-05,59.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
818,3500.0,Energy,Mikhail Gutseriev,65.0,Russia,"Oil, coal, real estate",Energy,,1,M,Mikhail,"$1,699,876,578,871 ",2.4242670237311844e-05,66.0,2.4896265560165975,79.82456140350878,0.32571428571428573,1.32
818,3500.0,Manufacturing,Patrick Lee,81.0,Hong Kong,Paper,Manufacturing,,1,M,Patrick,,,82.0,,,,
818,3500.0,Food & Beverage,Leng Youbin,54.0,China,Infant formula,Food & Beverage,,1,M,Youbin,"$19,910,000,000,000 ",2.5040870277560162e-06,55.0,2.318516149664215,50.49900199600798,0.26857142857142857,1.6914285714285715
818,3500.0,Finance & Investments,Daniel Loeb,61.0,United States,Hedge funds,Finance & Investments,Third Point,1,M,Daniel,"$21,427,700,000,000 ",1.0662945059178628e-05,63.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
818,3500.0,Food & Beverage,Margarita Louis-Dreyfus & family,60.0,Switzerland,Commodities,Food & Beverage,Louis Dreyfus SAS,0,F,Margarita,"$703,082,435,360 ",0.00040817126213084994,62.0,0.4018081366147665,56.65399239543726,0.2885714285714286,0.8228571428571428
818,3500.0,Healthcare,Prasert Prasarttong-Osoth,90.0,Thailand,Hospitals,Healthcare,,1,M,Prasert,"$543,649,976,166 ",5.0268879619562824e-05,91.0,0.6179924075218504,49.39879759519038,0.4257142857142857,0.842857142857143
818,3500.0,Finance & Investments,Ira Rennert,88.0,United States,Investments,Finance & Investments,,1,M,Ira,"$21,427,700,000,000 ",1.0662945059178628e-05,90.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
818,3500.0,Fashion & Retail,Dirk Rossmann & family,76.0,Germany,Drugstores,Fashion & Retail,,1,M,Dirk,"$3,845,630,030,824 ",4.21013131050718e-05,78.0,1.2405848471422243,67.5,0.32857142857142857,1.3942857142857141
818,3500.0,Construction & Engineering,Arkady Rotenberg,71.0,Russia,"Construction, pipes, banking",Construction & Engineering,,1,M,Arkady,"$1,699,876,578,871 ",2.4242670237311844e-05,73.0,2.4896265560165975,79.82456140350878,0.32571428571428573,1.32
818,3500.0,Fashion & Retail,Remo Ruffini,61.0,Italy,Winter jackets,Fashion & Retail,,1,M,Remo,"$2,001,244,392,042 ",5.804562439147455e-05,63.0,0.5423973964924967,60.74582924435721,0.6942857142857143,1.6885714285714286
818,3500.0,Healthcare,Karin Sartorius-Herbst,,Germany,Biopharmaceuticals,Healthcare,,0,F,Karin,"$3,845,630,030,824 ",4.21013131050718e-05,,1.2405848471422243,67.5,0.32857142857142857,1.3942857142857141
818,3500.0,Automotive,Vivek Chaand Sehgal,66.0,India,Auto parts,Automotive,,1,M,Vivek Chaand,"$2,611,000,000,000 ",2.561442128334641e-06,68.0,4.267346486366659,24.867256637168143,0.31999999999999995,1.4200000000000002
818,3500.0,Finance & Investments,Scott Shleifer,45.0,United States,Private equity,Finance & Investments,Tiger Global Management,1,M,Scott,"$21,427,700,000,000 ",1.0662945059178628e-05,47.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
818,3500.0,Technology,Thomas Siebel,70.0,United States,Business software,Technology,,1,M,Thomas,"$21,427,700,000,000 ",1.0662945059178628e-05,72.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
818,3500.0,Manufacturing,Wim van der Leegte & family,75.0,Netherlands,Manufacturing,Manufacturing,,0,M,Wim,"$909,070,395,161 ",0.00020192870762742422,77.0,2.243119661806574,81.57389635316699,0.6571428571428571,1.177142857142857
818,3500.0,Diversified,Xiao Yongming & family,58.0,China,Fertilizer,Diversified,,1,M,Yongming,"$19,910,000,000,000 ",2.5040870277560162e-06,60.0,2.318516149664215,50.49900199600798,0.26857142857142857,1.6914285714285715
818,3500.0,Technology,Michael Xie,54.0,United States,Cybersecurity,Technology,,1,M,Michael,"$21,427,700,000,000 ",1.0662945059178628e-05,55.0,6.397134083930399,86.64047151277015,0.2742857142857143,1.0457142857142858
